date,BTC-USD,fng_value,confidence
2024-09-09,57019.53515625,26,0.5714
2024-09-10,57648.7109375,33,0.5775
2024-09-11,57343.171875,37,0.5615
2024-09-12,58127.01171875,31,0.5853
2024-09-13,60571.30078125,32,0.5705
2024-09-14,60005.12109375,50,0.5946
2024-09-15,59182.8359375,51,0.6013
2024-09-16,58192.5078125,39,0.5837
2024-09-17,60308.5390625,33,0.5981
2024-09-18,61649.6796875,45,0.5979
2024-09-19,62940.45703125,49,0.6043
2024-09-20,63192.9765625,54,0.6285
2024-09-21,63394.83984375,54,0.6258
2024-09-22,63648.7109375,52,0.6257
2024-09-23,63329.80078125,50,0.6301
2024-09-24,64301.96875,54,0.6333
2024-09-25,63143.14453125,59,0.6359
2024-09-26,65181.01953125,50,0.6302
2024-09-27,65790.6640625,61,0.6409
2024-09-28,65887.6484375,64,0.6414
2024-09-29,65635.3046875,63,0.6557
2024-09-30,63329.5,61,0.6414
2024-10-01,60837.0078125,50,0.6405
2024-10-02,60632.78515625,42,0.6234
2024-10-03,60759.40234375,37,0.6207
2024-10-04,62067.4765625,41,0.6263
2024-10-05,62089.94921875,49,0.6213
2024-10-06,62818.953125,50,0.6191
2024-10-07,62236.66015625,50,0.6206
2024-10-08,62131.96875,49,0.6219
2024-10-09,60582.1015625,49,0.6062
2024-10-10,60274.5,39,0.6138
2024-10-11,62445.08984375,32,0.6071
2024-10-12,63193.0234375,49,0.6182
2024-10-13,62851.375,50,0.6209
2024-10-14,66046.125,48,0.6239
2024-10-15,67041.109375,65,0.6452
2024-10-16,67612.71875,73,0.6423
2024-10-17,67399.8359375,71,0.6529
2024-10-18,68418.7890625,73,0.6456
2024-10-19,68362.734375,72,0.6683
2024-10-20,69001.703125,73,0.6688
2024-10-21,67367.8515625,72,0.6721
2024-10-22,67361.40625,70,0.6503
2024-10-23,66432.1953125,71,0.6555
2024-10-24,68161.0546875,69,0.6517
2024-10-25,66642.4140625,72,0.6596
2024-10-27,67929.296875,74,0.6603
2024-10-28,69907.7578125,72,0.6671
2024-10-29,72720.4921875,72,0.6731
2024-10-30,72339.5390625,77,0.6893
2024-10-31,70215.1875,77,0.6848
2024-11-01,69482.46875,75,0.6714
2024-11-02,69289.2734375,72,0.6601
2024-11-03,68741.1171875,74,0.6543
2024-11-04,67811.5078125,70,0.663
2024-11-05,69359.5625,70,0.6573
2024-11-06,75639.078125,70,0.6756
2024-11-07,75904.859375,77,0.6974
2024-11-08,76545.4765625,75,0.6968
2024-11-09,76778.8671875,75,0.6966
2024-11-10,80474.1875,78,0.7052
2024-11-11,88701.484375,76,0.7164
2024-11-12,87955.8125,80,0.7495
2024-11-13,90584.1640625,84,0.7587
2024-11-14,87250.4296875,88,0.7555
2024-11-15,91066.0078125,80,0.7642
2024-11-16,90558.4765625,86,0.7748
2024-11-17,89845.8515625,90,0.776
2024-11-18,90542.640625,83,0.7844
2024-11-19,92343.7890625,90,0.7948
2024-11-20,94339.4921875,83,0.789
2024-11-21,98504.7265625,82,0.792
2024-11-22,98997.6640625,94,0.803
2024-11-23,97777.28125,93,0.8023
2024-11-24,98013.8203125,80,0.7977
2024-11-25,93102.296875,82,0.8114
2024-11-26,91985.3203125,79,0.7872
2024-11-27,95962.53125,75,0.7837
2024-11-28,95652.46875,77,0.7977
2024-11-29,97461.5234375,78,0.789
2024-11-30,96449.0546875,84,0.8136
2024-12-01,97279.7890625,81,0.8111
2024-12-02,95865.3046875,80,0.7893
2024-12-03,96002.1640625,76,0.8024
2024-12-04,98768.53125,78,0.8023
2024-12-05,96593.5703125,84,0.8098
2024-12-06,99920.7109375,72,0.8006
2024-12-07,99923.3359375,75,0.8078
2024-12-08,101236.015625,79,0.8132
2024-12-09,97432.71875,78,0.8216
2024-12-10,96675.4296875,78,0.8084
2024-12-11,101173.03125,74,0.8037
2024-12-12,100043.0,83,0.8121
2024-12-13,101459.2578125,76,0.8267
2024-12-14,101372.96875,83,0.8231
2024-12-15,104298.6953125,80,0.8161
2024-12-16,106029.71875,83,0.8246
2024-12-17,106140.6015625,87,0.8217
2024-12-18,100041.5390625,81,0.8265
2024-12-19,97490.953125,75,0.8144
2024-12-20,97755.9296875,74,0.809
2024-12-21,97224.7265625,73,0.8035
2024-12-22,95104.9375,73,0.8091
2024-12-23,94686.2421875,70,0.7953
2024-12-24,98676.09375,73,0.7902
2024-12-25,99299.1953125,73,0.8067
2024-12-26,95795.515625,79,0.7943
2024-12-27,94164.859375,74,0.7995
2024-12-28,95163.9296875,72,0.7856
2024-12-29,93530.2265625,73,0.7917
